Unnamed: 0,id,cluster_id,type,decision_text,date_filed,scdb_decision_direction
6167,9421936,106007,040dissent,"In this case, Justice Douglas dissents from the opinion that it is not appropriate for a state or local employee to be discharged because of his constitutional privilege against incrimination before an investigating body. He argues that California's constitution allows only temporary or probational employees to receive a hearing after they have been given an opportunity to elaborate on their exercise of the Fifth Amendment and its provisions. The court disagrees with the Court's interpretation of the Constitution as relating to ""insubordination."" It does not mean that a State cannot discharge a temporary employee who refuses to answer questions ordered by the federal government. Instead, the court believes that there are certain reasons for refusing to answer these questions which may lead to a discharge.",1960-02-29,1.0
6175,9421943,106012,020lead,"In this case, the plaintiffs, state officers from California, bring a suit against the California enjoiners of the Florida Avocado Order. They allege that the variety of avocados in Florida does not normally contain at maturity ""as much as eight or more of Oil by weight"" and that they have consistently condemned them to sell them in states where they do not comply with the federal law. The court hears the complaint on direct appeal. It is decided that there is no present dispute as to legal rights but only ""a mere prospects of interference posing by the 'bare existence ofthe law in question'. The Court dismisses the claim for lack of jurisdiction because the district court was wrong in refusing to grant an interlocutionatory injunction upon the grounds of federal unethicality. Justice Douglas defends the three judges who are appointed to hear the matter.",1960-03-07,2.0
6176,9421944,106012,040dissent,"In this case, Douglas argues that Congress has passed a three judge system for direct appeal to the Court in cases where state laws are challenged on constitutional grounds and there is a constitutional question as to whether the court should hear the case directly. The Court considers two important considerations: first, it must be decided whether or not the Constitution requires three judges to listen to a case; and second, it needs to be determined how the court will respond to federal legislative legislation when it comes to issues of ""non-constitutionality."" These considerations are particularly important because they relate to situations in which Congress does not intend to interfere with the proper function of the judiciary.",1960-03-07,1.0
6182,106018,106018,010combined,"In this case, the owner of a Georgia company named Scripto collects a tax from its customers in Florida. The appeal is to the Supreme Court and the Court of Florida for jurisdiction over the collection of the use tax. Specifically, the court has held that a salesman who sells mechanical writing instruments to Florida customers must be responsible for collecting the tax. This decision supports the argument that Florida's law places a heavy burden on merchants involved in interstate commerce. It also defends the sale of goods sold by an agent who does not have any physical presence in the state.",1960-03-21,2.0
6183,9422170,106205,040dissent,"
Mr. Justice Clark,
dissenting.
I agree with the Court’s disposition of that part of the Board’s order requiring respondents to reimburse union members for dues and assessments. However, for the reasons stated in my dissent in Nos. 64 and 85, ante, p. 685, I believe that the inclusion in the agreement of the “General Laws” and “Foreman” clauses violated § 8 (b)(1) (A) and (2) and §8 (a)(1) and (3). I, therefore, dissent from those portions of the Court’s opinion;
",1961-04-17,1.0
6184,9422550,106546,040dissent,"In this case, Harlan argues that the state has violated the due process clause by refusing to hire counsel on an appeal. The court relies on the equal protection clause and the Due Prompt Clause to hold that indigentials have the right to seek counsel at trial; Harlan disagrees with this interpretation. He does not believe that California's system of hiring counsel violates the Equal Proposal Clause because it is inconsistent with the ""dub process"" required by the Constitution. It also fails to provide adequate review for frivolous cases.",1963-04-29,1.0
6185,9422551,106547,020lead,"In this case, a group of Georgians seeks to restrain the use of Georgia's ""county unit system"" in counting votes for elected officials in the state. The suit is brought by the Chairman and Secretaries of the Georgia Democratic Executive Committee and the State Secretary of States of Georgia. They are seeking declaratory relief because they have violated the due process clause of the Fourtteenth Amendment by using the county unit voting system as calculating the number of members that each county has. Appelleer asserts that the population at the time of this suit was 3,943,000116; that there were 556, 326 residents of Georgia; but under the county-unit system, the 6 unit votes of Folton County  constitute 1.46%of the total of 441 unit votes, Or one-tenh of Furlton County's percentage of population: 1.049% of the total amount of 410 units votes, or 1 tenth of FifltonCountess's percent of population. On the day of the hearing, Georgia amends the previous constitution so that all candidates for office must receive a substantial majority of the counties' vote. If no person receives both an equal number nor a majority among the voters, then a runoff primary is necessary between the candidate who receives the largest number of votes and those who receive the most popular votes. If any candidate receives only a minority of the votes, then another runoff primary is required between them. Finally, if no candidate receive more than a third of the counted votes, it is up to the candidate receiving higher numbers of votes to prevail. After the Democratic Committee holds the primary elections for representatives in the House on apopular vote basis, the court dismisses the suit. It does not involve questions of the extent of the constitutionality issue with the electoral college.",1963-03-18,2.0
6186,106019,106019,010combined,"

  Per Curiam.
 

  The writ of certiorari was improvidently granted and must be dismissed. When the case was brought here, on the meager documentation which so often is all that is presented by indigent prisoners seeking review on their own behalf, we assumed that a question involving the construction of 28 U. S. C. § 2255 called for adjudication. After argument, it became clear that the question of construction is not appropriately presented by the record because petitioner’s claim upon the merits was fully considered and decided below, and we find his challenge of that action to be so insubstantial as not to have warranted bringing the case here.
 
",1960-03-21,1.0
6191,106022,106022,010combined,"In this case, Petitioner is charged with purchasing, selling, dwindling, and dispensing narotics. He was found guilty of two counts: 1) having purchased, sold,dispensed, and distributed the same nicarcotics; and 2) having ""facilitated the concealation and sale of"" the same drugs. The Court grants petitioner's motion for suppressance on the grounds that there was no probable cause to believe the existence of evidence necessary to make the search warrant valid. However, the court does not find sufficient cause to grant the motion. It is decided that petitioner must have been aggrievated by an unlawful searched and seizurre in order to be entitled to relief from the charges. A party who challenges a search may seek to suppress evidence at trial or hearing. If the accused has standing, it is easier for the government to use the evidence against him than to try to establish his own innocence. This dilemma arises because courts have held that only possession of the property can confer standing. Thus, even if the accused did not possess the property searched, he would still be subject to the penalty of seven years' imprisonment. Here, however, the question of whether Didone had sufficient evidence to issue the search arrest warrant is presented. Didone testified that Evans bought narchotics from Cecil Jones during the search. Because Didone believed that Evans was involved in the illegal drug traffic, Didone could not deny the charge without presenting any further evidence. Finally, the Court dismisses the claim that the warrant wasn't executed in accordance with the Fourth Amendment.",1960-03-28,1.0
6192,106023,106023,010combined,"This case concerns whether a union that does not represent the majority of its employees is engaged in ""recognitive picketing"" by forcing an employer to acknowledge and contract with another labor organization. The Board decides that this practice violates  8-b)1A because it is designed to induce curtis bros, the company's exclusive representative, to recognize them as the bargaining agents for the employees. After six months, the Local loses membership and begins to conduct peaceful picketting at the customers' entrance to the store. In November 1956, the local draws a new line outside the store so that no one can enter without being forced to do so. A complaint against the Local was filed after only nine members had left their jobs during the strike. When the Local called another strike over 276 contract terms on February 12, 1954, only nine of 21, workers left their job and Curtus Bros replaced the nine remaining employees. However, they lost membership and eventually ordered another election. Finally, when only three of 21 employees leave their jobs, the League orders another election but then leaves the entire group alone. On December 14, 1955, the Union issues a ceaseanddesist order ordering the Picketing Line to be kept orderly throughout the whole store. The Court dismisses the complaint from the United States Supreme Court. Congress amends the National Labor relations Act to add a provision prohibiting any form of recognition or coercion under section 8-B. Section 7 provides that employers may elect representatives who are not certified as representatives of other labor organizations. It also allows the Board to go against peaceful pickening even if the employee has been rejected in an election.",1960-03-28,2.0
6193,9421952,106024,020lead,"Justice Stewart defends a Nebraska insurance company that sells health insurance to people in other states. The Nebraska legislature has passed the Mecarran-Fferguson Act which makes it illegal for any person to engage in unfair, deceived, or misrepresentative practices in the state's business. The court dismisses the respondent's claim that Nebraska's regulation of its interstate trade activities is unconstitutional because the act does not violate state law. However, Judge Yogel disagrees with the court's opinion that Nebraska ""possesses ample means to govern this advertising within themselves."" The House and Senate debated whether or not the bill would make the federal trade commission act apply to the same degree as the Clayton Act and the Sherman Act. The House ultimately passed the bill, but Senators from both houses objected on the grounds that Congress did not intend to regulate such activities beyond what they were held to possess before the Supreme Court decision in the S southeast underwriters association case. They also believed that the laws of neighboring states were better suited to regulate the business than the federal government.",1960-03-28,2.0
6194,9421953,106024,040dissent,"In this second case, the Court argues that Congress has restored to the states the power to regulate the insurance business. The Court believes that Nebraska's regulation of its own health insurance company does not violate the Constitution because it is ""specific legislative history"" on the issue. However, the majority opinion seems to be against the proposed law. It claims that Congress did not intend to change the laws of other states in order to create more harm than good; rather, it was intended to give state governments greater powers over the trade and insurance.",1960-03-28,1.0
6198,9421956,106030,020lead,"Justice Black defends the railroad's refusal to negotiate a new contract with the union under the terms of the Railway labor Act. The court finds that the union has violated the law by refusing to negotiate an agreement concerning wages, rules, working conditions, and other terms of employment. It is not clear whether the union will be able to obtain relief from the district court in this case because of the federal law prohibiting ""any person or persons"" from making any such request. Justice Black also dismisses the argument that Congress should cut down on the scope of its proposed contract change so as to prevent waste by the railroad.",1960-05-16,2.0
6199,9421957,106030,040dissent,"In this brief, Justice Clark argues that the railroad must be given power over its local stations before it can strike. He contends that the Congress had intended to prevent strikes from paralysis of our transportation systems because it was ""over-all purpose"" to prevent such situations from occurring.",1960-05-16,1.0
6200,9421958,106030,040dissent,"In this paper, Justice Whittakere argues that the union's demand for an end to all existing railroad jobs is lawfully bargained. It does not attempt to ""set itself up"" in defiant of public regulations; it only demanded that North Western abolish any station job without its approval. The Court disagrees with these arguments and concludes that the Union has established itself as a legally bargainable union under the Railroad Labor Act. However, the court also dismisses the argument that Northwestern had set itself up by refusing to negotiate on behalf of the union.",1960-05-16,1.0
6203,9421961,106032,020lead,"Ben Black wrote the song ""Moonlight & Roses"" and assigned its copyright to his publisher, Villa Moret Inc. Prior to expiration of 28 years, Black assigned his renewal rights to Peti* 374tioner in consideration of specific royalties and sum of $1,000; Black had no wives or children, and his next three brothers executed like assignments of his renewal expectations. The court decided that one of the brothers would be the executor of Black's will and renewed his copyright for an additional 28 years. Peti1s question is whether by law the author of the song can obtain the copyright when he dies without a will. Section 24 of the copywriting act states that the author may renew his work for another term of 21 years after which he must make an assignment. If the author does not have a wife or child, then his estate is left to his nieces and nephews. In order to determine whether this assignment is valid, the author must have died prior to the period of 18 years before the date of the renewal. This means that if the writer has only made an assignment during his lifetime, it cannot be invalid because he did not have an expectancy as to how long he should live. Thus, even though the author was alive at the beginning of the new term, his death prevents him from making any assignment. Finally, Congress creates a class of people who are entitled to renew rights under  24: widows, Widowers, Children, and Next of Kin. These classes include those who are living, but also those who have already been assigned their copyrights. They all fall into the same category since they were first assigned. However, we do not know why Congress created such a group of people. It seems that there might be a difference between the hierarchy of people given the right to renew with respect to the author-if living, the widow/women, or children. We think that congress saw fit to give these groups more protection against the world if both the author and his family are not living on the day of his death so that black could take advantage of his next ofkin. But here, however, Congress gave up some of the other classes of people called ""people,"" including the author, whom he still lives, and the widowed, widowery, or kids. So, instead of confinting the right of Renegance to the Author",1960-04-18,2.0
6204,9421962,106032,040dissent,"In this paper, Harlan argues that the assignment of copyright rights to an author's next of his kin is unjust because the author has sold his rights for life and then bequeathed them to other people in his will after his death. The Court disagrees with Harlan on this point; it is clear that Congress did not intend to protect the interests of those who were entitled to renewal rights under the terms of the Act. It is clear from the court's opinion that the statute was intended to protect ""the interests which the copyright act was designed toprotect.""",1960-04-18,1.0
6205,9421963,106033,020lead,"The case is a direct appeal from the district court to the United States Court for reversal of the judgment on his claim that he lost his citizenship. The court has granted the petition, but it does not decide whether he is entitled to his American citizenship. After considering the facts in this case, the court dismisses the charges against him and orders an adjudicatory hearing.",1960-04-18,2.0
6206,9421964,106033,040dissent,"
Mr. Justice Clark,
whom Mr. Justice Harlan and Mr. Justice Whittaker join,
dissenting.
This case having now been in the courts for some six years, we think that proper judicial administration would require the Court to decide the question of collateral estoppel, raised belatedly and sua sponte. As we see it, if the Court can raise that issue here, certainly we can decide it without the additional delay of having the parties go through the motions of amending the pleadings, as suggested. The Court could then pass upon the constitutional issue and advise the Congress of its power in this important field, in which it legislated some 16 years ago.
",1960-04-18,1.0
6209,9421967,106036,020lead,"The Federal Employers' Liability Act is a federal law that prohibits railroads from liable for injuries suffered by their employees. In this case, the petitioner seeks a jury decision on whether or not Raymond Ward was an employee at the time of his injury. The court determines that the railroad had power to direct and oversee the plaintiff in performing the work required of the injured man. It also determines how the railroad paid the plaintiff for the work performed during his accident. If the railroad did not make it clear before the worker started working that they weren't working for the railway, the railroad would be responsible for the injury.",1960-04-18,2.0
6210,9421968,106036,040dissent,"
Mr. Justice Harlan,
with whom Mr. Justice Whit-taker joins,
dissenting.
Since I consider that, except as to the one issue submitted to the jury, there is no evidence in the record tending to establish any of the usual criteria showing an employment relationship between the petitioner and the respondent in connection with this work, I dissent. See Restatement, Agency 2d, § 227, Comment a.
",1960-04-18,1.0
6212,9422016,106074,020lead,"The charges against petitioners are mail fraud and conspiration to commit mail-fraud. The first count accuses petitioners of misrepresenting that the district's checks were issued and its money disbursed; the second count accusing them of sending or cause to send letters, check statements, checksin payment of taxes , and receipts tax statements through the U.S. mails; the third charge accusing their use of ""the mails by causing"" the Texas Oil Company to place its own invoices in the mail and take the District1s check in payments from the mail in Houston. The jury finds five petitioners guilty on all counts but only one count. After the trial is over, the court dismisses many of the charges as unfounded because they do not relate to the scheme.",1960-06-13,2.0
6213,9422017,106074,040dissent,"The petitioners and nine other individuals were charged with violations of the mail fraud act, a law punishable by a penalty of one-third of the dollar amount. They sent out bills to the Texas Board of Trustees in order to collect taxes for public schools. Although they did not pay the tax directly, they intended to use the proceeds to pay for school maintenance. The jury finds them guilty on three counts: 1) conspiracy; 2) misrepresentations; and 3) using the District's depository bank as a source of revenue. The court dismisses the charge that the petitioners ""used the district's charge account"" to obtain gas for their own use.",1960-06-13,1.0
6214,106039,106039,010combined,"In this brief, Justice Black argues that the federal courts have the authority to adjudicate disputes over property rights in civil actions. The Court dismisses a petition for summary judgment on a claim seized by an internal revenue officer. Because the case is not a civil suit, the court does not have the power to adjudice it in a ""plentary"" proceeding. Instead, the government must conduct its own civil proceeding.",1960-04-25,2.0
6215,9421969,106040,020lead,"In this case, the Court focuses on unfair labor practices that have been barred by six months' statute of limitations under the National Labor relations Act. The complaint was brought against Bryan Manufacturing Company in connection with a union recognition clause and a ""union security clause"" which required all employees to become members of the union. When the agreement was first signed, the union did not represent any majority of the workers covered by it; however, when the new agreement was renewed, the Union had no majority status. After 10 months or 12 months, charges were brought against the union and the company for violations of the terms of the original contract. The Board refused to allow evidence of earlier acts within the six month limitation period because they would only be used to justify later actions. The court disagreed with these arguments, but held that the previous decisions made by the Board as to whether past events should be considered more closely than those of the present situation. It is clear that Congress intended to protect agreements with minority groups from being attacked by such agreements. Four years before the passage of the proposed national labor relations act, Congress passed a provision prohibiting the Board from going after past conduct until an agreement has been in effect for at least three months. This legislation also contained provisions authorizing the Board to go after past behavior without having to file a formal complaint. However, Congress did not want the board to go back and forth between lawsuits about past conduct. Finally, the Constitution does not limit the amount of time that can be spent trying to find out what constitutes an unlawful labor practice.",1960-04-25,2.0
6216,9421970,106040,040dissent,"In this case, Justice Frankfurter argues that the union and an employer violated Congress's antitrust law by entering into a bargaining agreement that required all employees to join the union. The union and the employer continued to enter into these agreements as long as they did not represent majority of the employees. A six-month statute of limitations applies to civil complaints against unfair labor practices. This is because Congress wanted to ""put staleclaims to rest."" If a complaint is brought before the Court within six months after an unfair practice has occurred, it cannot be brought forward again. Instead, the Court uses the analogy of a criminal conspiracy to explain how Congress could use its criminal law to prevent such conduct from occurring.",1960-04-25,1.0
6217,9421971,106040,040dissent,"In this case, the court argues that it is unfair and inflicting illegality on an employee by an employer or a union. The court also defends the rights of the employees under the National Labor relations Act. It recognizes that an employer and labor union must enter into contract providing for the recognition of the employer as the representative to its employees or require its employees to become members of the Union. If the union represents a majority among the employees, then the contract violates the law. Furthermore, the agreement does not recognize the union's exclusive bargaining representatives but only requires the employees to be members of their union. Although the union represented a minority of the workers in the unit at the time of the complaint, the Court believes that the contract did not violate the law because it was ""unlawful executed."" However, the fact that the lawsuit was based on acts occurring more than 6 months before the charge makes it inadmisible. Therefore, the courts hold that enforcement of such an unlawful contract is continuing offense.",1960-04-25,1.0
6218,9421972,106041,020lead,"This case concerns the constitutionality of the Detroit's smoke abatement code, which was passed by Congress in 1838. The appeal is that the city cannot impose an unreasonable burden upon interstate commerce because the federal law does not prohibit it from doing so. However, the court disagrees with the argument that state regulation may not be preemptive since Congress has already explicitly stated that such regulation must be ""in actual conflict"" with the law at hand.",1960-04-25,1.0
6219,9421973,106041,040dissent,"In this case, the Court argues that it is not an inspection case. It is merely a case in which state law has been used to enforce federal law. The owner of two vessels who are accused of using equipment on which the federal government approves and allows them to use for interstate commerce violates a local smoke ban. The City of Detroit has adopted a smoke ban that prohibits the emitting of smoke from ships equipped with Scotch-marine boilers. If the vessel is found guilty of any such violation, the owner will be fined $100 and sentenced to 30 days in jail. However, the court points out that the city's smoke ban does not apply to all types of vessels because the only equipment approved by the federal authorities can be used anywhere in the United States.",1960-04-25,1.0
6220,106042,106042,010combined,"

  Per Curiam. .
 

  After hearing oral argument and fully examining the record which was only partially set forth in the petition for certiorari, we conclude that the totality of circumstances as the record makes them manifest did not warrant bringing the case here. Accordingly, the writ is dismissed as improvidently granted.
 
",1960-04-25,1.0
6221,106043,106043,010combined,"Justice Black defends an agricultural cooperative that is alleged to be engaged in ""combinations or combinations"" with other persons who aren't producers of agricultural goods. The court dismisses the charges against the association because it is a member of dairy farmers and does not have any business dealings with non-farming individuals. The Association appeals to the Court for relief under the Antitrust Law Act, which exempts its members from antitrust prosecutions. The Board of Trustees rejects the argument that Congress intends to grant immunity from civil lawsuits on the grounds that they don't explicitly exempt such groups from the law. However, the House and Senators support the bill authorizing these types of activities. The District Judge finds that the Association has violated the Sherman Act through purchasing assets from another company; the purchase of Embassy Dairy was also violated by the Clayton Act as well. The district court orders the Association to disobey the orders of the Secretary of Agencies and to dispose of all of its acquired assets.",1960-05-02,2.0
6225,9421976,106046,020lead,"In this case, the United States seeks relief from three industrial mills in the California River because they have deposited large amounts of industrial waste into the river. Although the District Court finds that the mills are deep enough to remove the waste, it is found that the depth has been reduced by ""shoaling"" the solids released into the water. The Court dismisses the petition for certiorarianari on the grounds that Congress did not lawfully create an obstruction to navigable flow. However, the court does find that the district court was authorized to allow the companies to remove these deposits.",1960-06-27,2.0
6226,9421977,106046,040dissent,"
Mr. Justice Frankfurter,
dissenting.
In the absence of comprehensive legislation by Congress dealing with the matter, I would go a long way to sustain the power of the United States, as parens patriae, to enjoin a nuisance that seriously obstructs navigation. But that road to judicial relief in this case is, in light of Willamette Iron Bridge Co. v. Hatch, 125 U. S. 1, barred by the Rivers and Harbors Act of 1899. For the reasons set forth by my Brother Harlan, the structure and history of that Act, reflected by the very particularities of its provisions, make it unavailable for the situation now before the Court.
",1960-06-27,1.0
6227,9421978,106046,040dissent,"In this case, the Court argues that the provisions of Congress's Riversand Harbors Act prohibit certain types of construction and repairs without congressional approval. The Court disagrees with the Court's interpretation of the terms ""any obstruction"" and ""any refusal matter of any sort."" It is unclear whether the term ""any objection"" refers to all kinds of obstacles or only specific ones. The court believes that the definition of ""obsteric"" in the 1898 Act means nothing but ""obstructive activities,"" not ""architects."" The Constitution does not explicitly state that an ""obstition"" must be authorized by Congress; rather, it says that such an act must be approved by Congress.",1960-06-27,1.0
6228,9421979,106047,020lead,"In this brief, Justice Clark focuses on questions concerning joining of defendants. He discusses the value of stolen goods that may be collected as an aggregated sum to meet the $5,000 threshold under the Federal forfeiture provision. The indictment charges three parties with transportation of stolen women's and children's wearing apparel between New York and Pennsylvania. The first count accuses petitioner Ill and the three strapcuzzas of conspiring to commit offenses against them in order to transport stolen ladies' and children1s wearing clothing from New York through Pennsylvania. On the second count, the third counts accuse petitioner Marco, Karp, and Stracuzas of similar movements of stolen merchandise from New England to West Virginia; the fourth count accusels all of these party with a scheme to commit substantive offenses committed in the first two counts. After the trial, the court dismisses the conspiracy count because no prejudice would arise from the joint jury trial. However, after dismissing the conspiracy charge, the Court finds that no prejudice will result from the separate trial. It is decided that the alleged members of the group are not prejudiced by the joinder since they were joined in the same criminal case. If it appears that there is prejudice among the government or the government due to a member of the chain of thieves, then the court must have a separate test for such prejudice. This rule requires a separately conducted trial where ""it appears that either a defendant has been prejudiced upon being joined or by a partner of offenses/of defendants in information or at such joinderfor trial together."" Petitioners fail to plead guilty but do not ask for a different trial.",1960-05-16,1.0
6229,9421980,106047,040dissent,"In this paper, Douglas argues that the charges against the four petitioners in this case are not related to one another because they do not commit the same crimes. The court dismisses the conspiracy count for failure of evidence because it does not seem likely that there was any evidence linking all the petitioners together in one conspiracie. However, the Court of  appeals to the court's discretion as to whether or not separate trials should be held. It is decided that two or more people may be charged with the same offense if they have committed the same acts or transactions. This means that each person involved in the same transaction can be accused of multiple offenses. Therefore, even if only one person has committed the crime, proof of guilt will still be strong enough to convict the others.",1960-05-16,1.0
6230,9421981,106048,020lead,"In this case, the petitioner is convicted of transportation a woman for the purpose of prostitution in violation of Chapter 2421. The court grants his request for a postponement of the trial and dismisses the objections of the wife. The United States contends that the privilege to testify cannot be limited because the witness does not have the power to do so. However, the Court rejects the argument that the witness's testimony should be limited since the husband has committed the crime against his wife. It is furthermore argued that when the wife refuses to give evidence, it is only the witness who can testify. This decision supports Hawkins's view that the party's privilege must reside with the witness.",1960-05-16,1.0
6231,9421982,106048,040dissent,"The Court dissents from Hawkin's decision that the wife cannot testify against his husband in criminal proceedings because of her husband's objection. This case is different than Hawkins because it does not allow the wife to testify; instead, it allows the husband to be accused of prostitution without the wife being present. The court believes that the ""spousal"" privilege belongs to both the husband and the witness, and that there is no reason why the wife should not be allowed to give testimony. However, the court also rejects the idea that the spouse may not be permitted to invoke this privilege simply because she has an interest in the matter. In fact, the only way for the court to deny this claim is to use legislative history as evidence. Congress passed the Mann Act in 1887 but did not make it so easy for either spouse to state or deny the charge. It was more properly Congress' business rather than the courts' discretion to interpret the laws in the light of reasoning and experience.",1960-05-16,1.0
6241,106054,106054,010combined,"

  Per Curiam.
 

  The motion for leave to proceed
  
   in forma pauperis
  
  and the petition for writ of certiorari are granted. In petitions for writs of habeas corpus, filed with the Second Judicial District Court of the State of Wyoming and with the Wyoming Supreme Court, the petitioner alleged, among other grounds for relief, that his plea of guilty to second degree murder in December 1945, upon which he received a life sentence, was induced when he “had no counsel present” and that the prosecutor wilfully suppressed the testimony of two eyewitnesses to the alleged crime which would have exonerated the petitioner. It does not appear from the record that an adequate hearing on these allegations was held in the District Court, or any hearing of any nature in, or by direction of, the Supreme Court. We find nothing in our examination of the record to justify the denial of hearing on these allegations. The judgment is therefore vacated and the case is remanded for a hearing thereon.
  
   Pennsylvania ex rel. Herman
  
  v.
  
   Claudy,
  
  350 U. S. 116;
  
   Sublett
  
  v.
  
   Adams,
  
  362 U. S. 143.
 
",1960-05-16,2.0
6242,9421990,106057,020lead,"In this case, Petitioner is charged with contempt because he refuses to answer six questions that the federal grand jury has asked him. The court dismisses his request for further questioning and sentences him to one year in prison. This case turns on whether the court improperly cleared the court room for petitioner's contempt after the public was excluded from it during the trial. If the court were not properly cleared for such a proceeding, then petitioner would have been denied due process under the Due Process clause.",1960-05-23,1.0
6243,9421991,106057,040dissent,"The Court acquits petitioner of contempt of the court in secret because the court had excluded the public from the trial. The court does not deny petitioner due process under the Fifth and Sixth Amendments, which guarantee that all criminal charges will be tried in public. However, the court also denies petitioner's request for a private trial as an excuse to delay his trial. It is believed that at some point in the future, when a new contempt charge might arise, the courts would frown on such a trial.",1960-05-23,1.0
6244,9421992,106057,040dissent,"In this case, the Court argues that petitioner's constitutional rights are violated by the court's refusal to grant his attorney's express consent to conduct the public hearing. Although the court has consistently held that criminal defendants should have the right to be adjudated on their own merits, it has decided that the court must hold that the defendant's ""express intelligent consent"" is sufficient to allow the court to conduct its business in secret.",1960-05-23,1.0
6245,106058,106058,010combined,"In this case, the question of whether real property is exempted from taxation by the Surplus Proposal Act of 1944 is decided. The Supreme court and the Court of Clankers have ruled that the title to the Reconstruction finance corporation does not fall under the surplus property act. However, they do dismiss the appeal for lack of jurisdiction. They believe that the petitioner did not make an effort to invoke federal rights or privileges as required by the Constitution. Therefore, the case is dismissed. The Congress had originally intended to waive tax on ""real property"" owned by financial institutions in order to support economic recovery efforts. Thus, the government was concerned that it would lose its status as a tax collector even though it became part of the public entity. After World War I, Congress extended the function of the Reconstruct Finance Corporation to include the production of war materials. On May 29, 1946 after the war, the ReConstruct Finance declared the property to be excess to their needs and duties. This declaration transferred to the War Administration the functions: care for and handle the property awaiting disposal; making disposition of all necessary documents incident to transfer deed; and power of execution/delivery all necessary papers incidents to transfer title. All funds resulting from such disposition will be covered up in the United States Treasurable Receipts. The lease describes the lessor's name as the Reconstruct Finance Corporation and the United American, both acting through and through the general services administrator under the Sur plus property act of 1944. The California court correctly ruled against the claim that the land remained subject to taxes until the end of the war period. That decision was reversed because there were no other issues concerning the ownership of the land.",1960-03-28,1.0
6246,9421995,106061,020lead,"The Supreme Court is acquitted of the constitutionality of the Water Front Commission Act, which prohibits any person from soliciting or receiving any dues. It was passed by Congress in 1953 as part of an interstate compact to prevent corruption on the Port of NYC. This compact prohibits certain classes of employment such as longshoremen, port watchmen and superintendents. However, it does not disqualify those who have been convicted for crimes that are not punishable under the law. Instead, it allows them to choose their representatives without fear of being impregnated.",1960-06-06,1.0
6247,9421996,106061,035concurrenceinpart,"In this paper, Justice Douglas dissents from the Supreme Court's decision that a person cannot solicit funds on his behalf if convicted of any felony. He defends the Florida law which prohibits union representatives from acting as bargaining agents or performing other functions for an employer in Florida. The Supreme Court has upheld both the Florida and New York laws because they violate Congress's guarantee of freedom of choice.",1960-06-06,1.0
6248,9421997,106062,020lead,"In this case, Justice Douglas argues that it is unlawful for a person to pay or grants allowances in lieuof brokerage to another party. The respondent is arguing that the Act prohibits any person from making an allowance of less than the usual brokerage fee on a specific sale. This case concerns a buyer who buys apples concentrate directly from Canada Foods and negotiates with two other sellers' brokers to reduce the price they are offering to the buyer. After hearing the facts, the court dismisses the charges against the respondent. However, we do not need to determine whether the act violates one section of law because there may be no evidence that such alterations were violated.",1960-06-06,2.0
6249,9421998,106062,040dissent,"In this case, the Court argues that an independent buyer's broker who reduces its commission to a lower price is not entitled to any allowance or discounts in lieu of ""brokerage."" The court disagrees with the majority of the court. It believes that Congress intended to prohibit sellers from passing through to buyers at reduced prices because it was the purpose of Congress to prevent such differences between buyers. However, the court does not believe that reductions in price caused by a sale of less than legitimate brokerage costs are actionable only as a matter of cost justification.",1960-06-06,1.0
6251,9422018,106075,020lead,"Petitioner seeks a temporary stay of deportation from the order directing him to Korea. He does, however, argue that he may be within the eligible category of aliens subject to suspension under the provisions of Section 19 of the Importation Act of 1917. The hearing officer refuses to dismiss the order on the ground that petitioner did not meet the statutory requirements for showing that his membership in the communist party was an exception to the definition of ""deportable."" The Board of Appeals ruled that the Constitution does not prohibit the Attorney General from suspending an alien who has shown good moral character. However, the court ruled against this claim because the government must prove that the alien is a Communist Party member.",1960-06-13,1.0
6252,9422019,106075,035concurrenceinpart,"In this paper, Douglas defends the Fifth Amendment as a valid and binding provision to protect an alien from deportation. He argues that there is no evidence against him of bad character because he has satisfied the requirements for his immigrant status under the Fifth Act. The record does not show any criminal convictions; only gains stigma by being employed in gainfully occupations since 1938. If the petitioner had ever asked the question of membership in the communist party, then it would be unthinkable for the Attorney General to still refuse to allow him to serve time on debarment.",1960-06-13,1.0
6253,9422020,106075,040dissent,"In this brief, Justice Douglas defends the provision in the 1917 Immigrant Reform Act that disqualifies an alien from deportation if he is ""deportable"" as a communist or ex-communist. The burden of proof in this case falls on the government, who must prove that petitioner never belonged to a political party and that he has never been a member of the Communist Party at all since his arrival in the U.S.",1960-06-13,1.0
6257,9422024,106079,020lead,"In this case, the Court argues that two competing claimants -- the Federal Government and certain New York City subcontractors -- are entitled to pay a sum due under a General construction contract. The government asserts precedence over petitioners' claims because of the fact that the owner was previously liable for unpaid social security taxes in connection with the renovation of a restaurant owned by one Ada bottone. The court dismisses the owner as a co-defendant on the grounds that she still owes her money under the original building contract. However, the Supreme Court grants the petitioners summary judgment. On appeal there is a federal appeal that finds the tax lien not effective since it has not been filed at the designated office for the filing",1960-06-20,1.0
